approvedSymbol,Druggable Family,ENSG
RABGEF1,No,ENSG00000154710
AFAP1L1,No,ENSG00000157510
GRHL3,No,ENSG00000158055
GPRASP2,No,ENSG00000158301
B4GALT5,No,ENSG00000158470
DRC7,No,ENSG00000159625
MFSD12,No,ENSG00000161091
MELK,Yes,ENSG00000165304
SNAPC4,No,ENSG00000165684
FAM111A,No,ENSG00000166801
NAT16,No,ENSG00000167011
GATAD2A,No,ENSG00000167491
KRT24,No,ENSG00000167916
ODAD2,No,ENSG00000169126
HSPB7,No,ENSG00000173641
UBE2C,No,ENSG00000175063
RNF152,No,ENSG00000176641
TIMM22,No,ENSG00000177370
PTGR3,No,ENSG00000180011
KRTAP9-7,No,ENSG00000180386
IRAK1,Yes,ENSG00000184216
OR5D18,No,ENSG00000186119
NAP1L1,No,ENSG00000187109
INSC,No,ENSG00000188487
CATSPER4,Yes,ENSG00000188782
TMC3,No,ENSG00000188869
ZNF136,No,ENSG00000196646
FAM118B,No,ENSG00000197798
TMEM244,No,ENSG00000203756
COL15A1,No,ENSG00000204291
PRAMEF19,No,ENSG00000204480
IGLV3-32,No,ENSG00000211657
C12orf71,No,ENSG00000214700
CLDN25,No,ENSG00000228607
PGA4,Yes,ENSG00000229183
TRBV10-2,No,ENSG00000229769
IGHD1-1,No,ENSG00000236170
SHISA9,No,ENSG00000237515
TAF9,No,ENSG00000273841
TMDD1,No,ENSG00000284730
UGT1A5,No,ENSG00000288705
DCUN1D1,No,ENSG00000043093
LETMD1,No,ENSG00000050426
CHRDL2,No,ENSG00000054938
SLC6A16,Yes,ENSG00000063127
PACC1,No,ENSG00000065600
AP3M2,No,ENSG00000070718
CDH19,No,ENSG00000071991
STK10,Yes,ENSG00000072786
CNOT4,No,ENSG00000080802
NOA1,No,ENSG00000084092
KHSRP,No,ENSG00000088247
KIZ,No,ENSG00000088970
MLF2,No,ENSG00000089693
OSGEP,No,ENSG00000092094
IL12RB1,No,ENSG00000096996
RNF215,No,ENSG00000099999
APOBEC3H,No,ENSG00000100298
RBFOX2,No,ENSG00000100320
ACTR5,No,ENSG00000101442
GATA1,No,ENSG00000102145
CGB3,No,ENSG00000104827
LIN7B,No,ENSG00000104863
CCNJ,No,ENSG00000107443
ABI3,No,ENSG00000108798
GLRB,Yes,ENSG00000109738
ACCS,No,ENSG00000110455
SYT10,No,ENSG00000110975
RASAL1,No,ENSG00000111344
ANGPTL1,No,ENSG00000116194
FAM20B,No,ENSG00000116199
CRYZ,No,ENSG00000116791
MTHFD1L,No,ENSG00000120254
DNAJC15,No,ENSG00000120675
TGFBI,No,ENSG00000120708
TBX2,No,ENSG00000121068
GCM2,No,ENSG00000124827
BARHL1,No,ENSG00000125492
RTN2,No,ENSG00000125744
XRCC3,No,ENSG00000126215
TXNDC17,No,ENSG00000129235
DOHH,No,ENSG00000129932
RFTN1,No,ENSG00000131378
KHDC4,No,ENSG00000132680
MACROD1,No,ENSG00000133315
SP110,No,ENSG00000135899
HS6ST1,No,ENSG00000136720
DMAC1,No,ENSG00000137038
LYSMD2,No,ENSG00000140280
ASXL2,No,ENSG00000143970
STXBP5L,No,ENSG00000145087
PPP1R18,No,ENSG00000146112
NLGN4X,Yes,ENSG00000146938
WWC2,No,ENSG00000151718
SPARCL1,No,ENSG00000152583
DNAI4,No,ENSG00000152763
CCDC148,No,ENSG00000153237
ANKH,No,ENSG00000154122
EEF1A1,No,ENSG00000156508
MRPL17,No,ENSG00000158042
CELF3,No,ENSG00000159409
IQCC,No,ENSG00000160051
COL26A1,No,ENSG00000160963
LBHD1,No,ENSG00000162194
HAAO,No,ENSG00000162882
CCDC74A,No,ENSG00000163040
RETNLB,No,ENSG00000163515
MNDA,No,ENSG00000163563
POLR2H,No,ENSG00000163882
MON1A,No,ENSG00000164077
PTER,No,ENSG00000165983
TAF10,No,ENSG00000166337
NKX3-1,No,ENSG00000167034
ZNF30,No,ENSG00000168661
ADAL,No,ENSG00000168803
SLC23A1,No,ENSG00000170482
KRT20,No,ENSG00000171431
ZNF274,No,ENSG00000171606
SLC2A14,No,ENSG00000173262
ZNHIT2,No,ENSG00000174276
ATP2A2,Yes,ENSG00000174437
NUPR1,No,ENSG00000176046
CNBD1,No,ENSG00000176571
HTR3C,Yes,ENSG00000178084
DHFR2,Yes,ENSG00000178700
SPTY2D1,No,ENSG00000179119
EFNA5,No,ENSG00000184349
NELL2,No,ENSG00000184613
OLFML2A,No,ENSG00000185585
P4HB,Yes,ENSG00000185624
SPACDR,No,ENSG00000185955
RILPL1,No,ENSG00000188026
PLA2G2A,Yes,ENSG00000188257
MAOA,Yes,ENSG00000189221
SDHAF3,No,ENSG00000196636
TOR4A,No,ENSG00000198113
IGHJ2,No,ENSG00000211904
TOMM6,No,ENSG00000214736
HEPN1,No,ENSG00000221932
PIGBOS1,No,ENSG00000225973
IGKV1-37,No,ENSG00000239862
ARHGAP8,No,ENSG00000241484
AP5Z1,No,ENSG00000242802
SAA2-SAA4,No,ENSG00000255071
MGAM2,Yes,ENSG00000257743
CTXND1,No,ENSG00000259417
GGTLC3,No,ENSG00000274252
ZNF280B,No,ENSG00000275004
OR2L8,No,ENSG00000279263
SYT13,No,ENSG00000019505
ARID1B,No,ENSG00000049618
CYBA,No,ENSG00000051523
ELMO2,No,ENSG00000062598
SREBF1,No,ENSG00000072310
TTC28,No,ENSG00000100154
ATP6V1D,No,ENSG00000100554
TAFAZZIN,No,ENSG00000102125
ITIH6,No,ENSG00000102313
AXIN1,No,ENSG00000103126
CIAO3,No,ENSG00000103245
LHB,No,ENSG00000104826
COPE,No,ENSG00000105669
MOSPD3,No,ENSG00000106330
STX2,No,ENSG00000111450
RIC8B,No,ENSG00000111785
IL1A,No,ENSG00000115008
BMP8B,No,ENSG00000116985
RAB29,No,ENSG00000117280
GNA13,No,ENSG00000120063
ANXA11,No,ENSG00000122359
NECAB1,No,ENSG00000123119
GPR83,Yes,ENSG00000123901
IQSEC2,No,ENSG00000124313
GOT2,No,ENSG00000125166
STEAP4,No,ENSG00000127954
CASD1,No,ENSG00000127995
SPINK2,No,ENSG00000128040
EMC4,No,ENSG00000128463
HERC2,No,ENSG00000128731
PDLIM4,No,ENSG00000131435
PODNL1,No,ENSG00000132000
ANKEF1,No,ENSG00000132623
MUTYH,No,ENSG00000132781
CCDC146,No,ENSG00000135205
ZNF189,No,ENSG00000136870
ATAT1,No,ENSG00000137343
PAK6,Yes,ENSG00000137843
FURIN,No,ENSG00000140564
CTU1,No,ENSG00000142544
ILDR1,No,ENSG00000145103
AK3,No,ENSG00000147853
AUH,No,ENSG00000148090
PTGES,Yes,ENSG00000148344
ANGPT1,No,ENSG00000154188
FMN2,No,ENSG00000155816
NDUFAF6,No,ENSG00000156170
KAT6B,No,ENSG00000156650
LRP8,No,ENSG00000157193
ERG,Yes,ENSG00000157554
RSPH1,No,ENSG00000160188
MGAT4B,No,ENSG00000161013
SENP3,No,ENSG00000161956
MEIOB,No,ENSG00000162039
RNF168,No,ENSG00000163961
ARF6,No,ENSG00000165527
RPUSD2,No,ENSG00000166133
DNAAF8,No,ENSG00000166246
BATF2,No,ENSG00000168062
ADAM9,Yes,ENSG00000168615
SLC16A4,No,ENSG00000168679
SOX14,No,ENSG00000168875
DCXR,No,ENSG00000169738
CLCN5,Yes,ENSG00000171365
RPL4,No,ENSG00000174444
OR4S2,No,ENSG00000174982
ATR,Yes,ENSG00000175054
PACS1,No,ENSG00000175115
COX8A,No,ENSG00000176340
OPLAH,No,ENSG00000178814
NKX2-6,No,ENSG00000180053
ZNF572,No,ENSG00000180938
NQO1,Yes,ENSG00000181019
EIF3C,No,ENSG00000184110
FLRT2,Yes,ENSG00000185070
PRSS57,No,ENSG00000185198
MYT1L,No,ENSG00000186487
DCC,No,ENSG00000187323
VSTM1,No,ENSG00000189068
SH2D5,No,ENSG00000189410
KRBOX5,No,ENSG00000197302
ECI2,No,ENSG00000198721
GRIN3A,Yes,ENSG00000198785
RPL39,No,ENSG00000198918
HSD3B2,Yes,ENSG00000203859
DDR1,Yes,ENSG00000204580
CTXN3,No,ENSG00000205279
ONECUT3,No,ENSG00000205922
IGHM,No,ENSG00000211899
KRTAP2-1,No,ENSG00000212725
FAM185A,No,ENSG00000222011
IGKV1-17,No,ENSG00000240382
MICAL3,No,ENSG00000243156
PRAMEF27,No,ENSG00000274764
KIR3DS1,No,ENSG00000275434
ANKRD20A3P,No,ENSG00000276203
MTMR7,No,ENSG00000003987
SLC7A2,No,ENSG00000003989
COPZ2,No,ENSG00000005243
YBX2,No,ENSG00000006047
TTC22,No,ENSG00000006555
BTBD7,No,ENSG00000011114
CEP68,No,ENSG00000011523
SLC45A4,No,ENSG00000022567
TFB1M,No,ENSG00000029639
RSF1,No,ENSG00000048649
MRPS35,No,ENSG00000061794
VMP1,No,ENSG00000062716
AFF4,No,ENSG00000072364
SDHA,No,ENSG00000073578
ANO8,No,ENSG00000074855
EBF4,No,ENSG00000088881
HIF1A,Yes,ENSG00000100644
MYL12A,No,ENSG00000101608
ZNF629,No,ENSG00000102870
DOCK8,No,ENSG00000107099
UBTF,No,ENSG00000108312
MED31,No,ENSG00000108590
NKX3-2,No,ENSG00000109705
CSPG5,No,ENSG00000114646
IL1R1,No,ENSG00000115594
SRM,Yes,ENSG00000116649
IRF6,No,ENSG00000117595
ESYT2,No,ENSG00000117868
INSL6,No,ENSG00000120210
TRMT1L,No,ENSG00000121486
SDCBP2,No,ENSG00000125775
NECAB3,No,ENSG00000125967
ATG14,No,ENSG00000126775
RFX1,No,ENSG00000132005
ROCK2,Yes,ENSG00000134318
CGA,No,ENSG00000135346
IREB2,No,ENSG00000136381
GATA4,No,ENSG00000136574
MFSD13A,No,ENSG00000138111
GPAT3,No,ENSG00000138678
BRD4,Yes,ENSG00000141867
OSBPL11,No,ENSG00000144909
CDCA5,No,ENSG00000146670
NCAPG2,No,ENSG00000146918
MAGI1,No,ENSG00000151276
INO80C,No,ENSG00000153391
ATP5MC3,No,ENSG00000154518
RSPH10B,No,ENSG00000155026
SNX22,No,ENSG00000157734
PINK1,Yes,ENSG00000158828
PADI4,No,ENSG00000159339
ZNF221,No,ENSG00000159905
KALRN,Yes,ENSG00000160145
VAV2,No,ENSG00000160293
S100B,Yes,ENSG00000160307
JAML,No,ENSG00000160593
MSLNL,No,ENSG00000162006
C1QTNF7,No,ENSG00000163145
PRKCI,Yes,ENSG00000163558
RNF183,No,ENSG00000165188
ARMC3,No,ENSG00000165309
SEMA6B,No,ENSG00000167680
PTGDR,Yes,ENSG00000168229
ABHD15,No,ENSG00000168792
USP32,No,ENSG00000170832
OR5B3,No,ENSG00000172769
ARPP21,No,ENSG00000172995
ZDHHC24,No,ENSG00000174165
RBMXL3,No,ENSG00000175718
NRXN1,No,ENSG00000179915
OR8H1,No,ENSG00000181693
RGMA,No,ENSG00000182175
BRICD5,No,ENSG00000182685
KRTAP6-1,No,ENSG00000184724
PMEL,No,ENSG00000185664
PTRH1,No,ENSG00000187024
CCDC157,No,ENSG00000187860
H2BU1,No,ENSG00000196890
SRC,Yes,ENSG00000197122
OR51C1P,Yes,ENSG00000197674
HYLS1,No,ENSG00000198331
ZNF568,No,ENSG00000198453
AGAP9,No,ENSG00000204172
RXRB,Yes,ENSG00000204231
ERICH2,No,ENSG00000204334
GARIN1A,No,ENSG00000205085
XKR4,No,ENSG00000206579
IGLC2,No,ENSG00000211677
POU5F1B,No,ENSG00000212993
KRTAP4-12,No,ENSG00000213416
GAB4,No,ENSG00000215568
ZNF865,No,ENSG00000261221
PCDHGA4,No,ENSG00000262576
SPANXN2,No,ENSG00000268988
KIR2DS3,No,ENSG00000278306
MAP3K9,Yes,ENSG00000006432
E2F2,No,ENSG00000007968
MRC2,No,ENSG00000011028
KPNA6,No,ENSG00000025800
VEZT,No,ENSG00000028203
ZNF76,No,ENSG00000065029
HMMR,No,ENSG00000072571
SLC24A1,No,ENSG00000074621
SP140,No,ENSG00000079263
AACS,No,ENSG00000081760
NUFIP1,No,ENSG00000083635
EIF2AK1,Yes,ENSG00000086232
TGDS,No,ENSG00000088451
NANS,No,ENSG00000095380
USP11,No,ENSG00000102226
TSC22D1,No,ENSG00000102804
MSLN,No,ENSG00000102854
DKK4,No,ENSG00000104371
AMH,No,ENSG00000104899
CCDC61,No,ENSG00000104983
CYTH1,No,ENSG00000108669
FAM149A,No,ENSG00000109794
THG1L,No,ENSG00000113272
MACROH2A1,No,ENSG00000113648
STAM2,No,ENSG00000115145
STK11,Yes,ENSG00000118046
CCND2,Yes,ENSG00000118971
BSPRY,No,ENSG00000119411
GPAM,No,ENSG00000119927
TSFM,No,ENSG00000123297
PARP2,Yes,ENSG00000129484
MPRIP,No,ENSG00000133030
HNRNPA1,Yes,ENSG00000135486
HEY2,No,ENSG00000135547
COG2,No,ENSG00000135775
TAF8,No,ENSG00000137413
TACC2,No,ENSG00000138162
ARL3,No,ENSG00000138175
ETFBKMT,No,ENSG00000139160
NBPF3,No,ENSG00000142794
XCL2,No,ENSG00000143185
CNOT9,No,ENSG00000144580
LGSN,No,ENSG00000146166
RBAK,No,ENSG00000146587
NDUFB9,No,ENSG00000147684
SLC25A25,No,ENSG00000148339
APIP,No,ENSG00000149089
PRSS53,No,ENSG00000151006
RPP38,No,ENSG00000152464
JAZF1,No,ENSG00000153814
ATP6V1C1,No,ENSG00000155097
HK3,No,ENSG00000160883
TONSL,No,ENSG00000160949
CD200R1,No,ENSG00000163606
INTU,No,ENSG00000164066
SYK,Yes,ENSG00000165025
RAG1,No,ENSG00000166349
ACSM1,No,ENSG00000166743
DNAJC7,No,ENSG00000168259
PARM1,No,ENSG00000169116
NLGN2,Yes,ENSG00000169992
REG1B,No,ENSG00000172023
COPS9,No,ENSG00000172428
NBEA,No,ENSG00000172915
ZNF791,No,ENSG00000173875
MGA,No,ENSG00000174197
EIF1AD,No,ENSG00000175376
CCDC14,No,ENSG00000175455
CCDC168,No,ENSG00000175820
TUBAL3,Yes,ENSG00000178462
SLC25A20,No,ENSG00000178537
FJX1,No,ENSG00000179431
KCNE1,Yes,ENSG00000180509
KCNIP1,No,ENSG00000182132
CYB5D1,No,ENSG00000182224
SHOX,No,ENSG00000185960
SLC51B,No,ENSG00000186198
KRTAP19-6,No,ENSG00000186925
ZFP92,No,ENSG00000189420
TTC30A,No,ENSG00000197557
HLA-C,No,ENSG00000204525
KRTAP20-4,No,ENSG00000206105
IGLJ2,No,ENSG00000211676
IGHV3-15,No,ENSG00000211943
NUP62,No,ENSG00000213024
C16orf90,No,ENSG00000215131
GRXCR1,No,ENSG00000215203
OR4A5,No,ENSG00000221840
SLC26A6,No,ENSG00000225697
IGHV3-72,No,ENSG00000225698
KLHL41,No,ENSG00000239474
TNFRSF6B,No,ENSG00000243509
TRIL,No,ENSG00000255690
SMLR1,No,ENSG00000256162
ZBED6,No,ENSG00000257315
GABRQ,Yes,ENSG00000268089
CTAGE15,No,ENSG00000271079
NUDT3,No,ENSG00000272325
CCL4L2,No,ENSG00000276070
TEX54,No,ENSG00000283268
SSU72P4,No,ENSG00000283873
CUL7,No,ENSG00000044090
MRPS10,No,ENSG00000048544
FHIP1B,No,ENSG00000051009
ANKRD44,No,ENSG00000065413
PTGS2,Yes,ENSG00000073756
BAZ2A,No,ENSG00000076108
DGKD,No,ENSG00000077044
RPH3A,No,ENSG00000089169
TBC1D2,No,ENSG00000095383
SH3GLB1,No,ENSG00000097033
PALMD,No,ENSG00000099260
KLF8,No,ENSG00000102349
EYA1,No,ENSG00000104313
LEPROTL1,No,ENSG00000104660
TBL2,No,ENSG00000106638
UNC5B,No,ENSG00000107731
PTGES3L-AARSD1,No,ENSG00000108825
FZD10,No,ENSG00000111432
IMPG1,No,ENSG00000112706
KLF7,No,ENSG00000118263
AKAP7,No,ENSG00000118507
EEF2KMT,No,ENSG00000118894
FCF1,No,ENSG00000119616
LGALSL,No,ENSG00000119862
MRPS14,No,ENSG00000120333
WNT1,No,ENSG00000125084
GPR18,Yes,ENSG00000125245
PCSK2,No,ENSG00000125851
DEFB129,No,ENSG00000125903
RAB2B,No,ENSG00000129472
MAP1S,No,ENSG00000130479
PRRG1,No,ENSG00000130962
VAV3,No,ENSG00000134215
CDCA8,No,ENSG00000134690
GLTP,No,ENSG00000139433
ANKRD52,No,ENSG00000139645
CLTC,No,ENSG00000141367
CAND2,No,ENSG00000144712
TM4SF19,No,ENSG00000145107
MEGF10,No,ENSG00000145794
ASTN2,No,ENSG00000148219
TMEM138,No,ENSG00000149483
TMSB4Y,No,ENSG00000154620
DCK,Yes,ENSG00000156136
LHFPL4,No,ENSG00000156959
HPD,Yes,ENSG00000158104
AZGP1,No,ENSG00000160862
PDPN,No,ENSG00000162493
IGSF8,No,ENSG00000162729
BOLA3,No,ENSG00000163170
HAND2,No,ENSG00000164107
SPINK1,No,ENSG00000164266
HCN1,Yes,ENSG00000164588
CDX2,No,ENSG00000165556
AMER2,No,ENSG00000165566
OTX2,No,ENSG00000165588
CDC42BPG,Yes,ENSG00000171219
NLRP5,No,ENSG00000171487
ADCY5,Yes,ENSG00000173175
ZNF135,No,ENSG00000176293
TSPYL5,No,ENSG00000180543
SLC25A41,No,ENSG00000181240
CLEC4G,No,ENSG00000182566
RFX6,No,ENSG00000185002
TCN2,No,ENSG00000185339
ATP6V0C,No,ENSG00000185883
ZNF785,No,ENSG00000197162
TLK1,Yes,ENSG00000198586
SMIM21,No,ENSG00000206026
TRGV5,No,ENSG00000211697
CSKMT,No,ENSG00000214756
DUSP14,No,ENSG00000276023
THSD7A,No,ENSG00000005108
CDKL3,Yes,ENSG00000006837
GAB2,No,ENSG00000033327
LMO3,No,ENSG00000048540
SEL1L,No,ENSG00000071537
ADAM11,No,ENSG00000073670
EDN1,No,ENSG00000078401
DDHD2,No,ENSG00000085788
EFNB1,No,ENSG00000090776
CDHR5,No,ENSG00000099834
CHRNA4,Yes,ENSG00000101204
SEC14L5,No,ENSG00000103184
CRYM,No,ENSG00000103316
ISYNA1,No,ENSG00000105655
CBLL1,No,ENSG00000105879
DVL1,No,ENSG00000107404
APOC3,No,ENSG00000110245
OGFOD2,No,ENSG00000111325
HCFC2,No,ENSG00000111727
AICDA,No,ENSG00000111732
SASH1,No,ENSG00000111961
RAD1,No,ENSG00000113456
CSNK1A1,Yes,ENSG00000113712
PRKAR2A,No,ENSG00000114302
DNAJC6,No,ENSG00000116675
MFN2,No,ENSG00000116688
CHN1,No,ENSG00000128656
ASS1,No,ENSG00000130707
CHD1L,No,ENSG00000131778
KANK4,No,ENSG00000132854
CNMD,No,ENSG00000136110
TMEM8B,No,ENSG00000137103
THBS1,No,ENSG00000137801
ADAM10,Yes,ENSG00000137845
STRA6,No,ENSG00000137868
C4orf17,No,ENSG00000138813
NPEPPS,No,ENSG00000141279
PRIM2,No,ENSG00000146143
ASB6,No,ENSG00000148331
MSGN1,No,ENSG00000151379
SACS,No,ENSG00000151835
KCNE4,No,ENSG00000152049
EPG5,No,ENSG00000152223
TGOLN2,No,ENSG00000152291
ADGRF1,No,ENSG00000153292
MCOLN2,Yes,ENSG00000153898
PPM1J,No,ENSG00000155367
PDZD9,No,ENSG00000155714
RMND1,No,ENSG00000155906
FBXW5,No,ENSG00000159069
AGRP,No,ENSG00000159723
TFF2,No,ENSG00000160181
UBXN1,No,ENSG00000162191
SANBR,No,ENSG00000162929
SGCB,No,ENSG00000163069
SPZ1,No,ENSG00000164299
SLC35G3,No,ENSG00000164729
DDIAS,No,ENSG00000165490
TSC1,No,ENSG00000165699
KATNAL2,No,ENSG00000167216
OR51I1,No,ENSG00000167359
NDUFS5,No,ENSG00000168653
PRYP3,No,ENSG00000169763
FBXL14,No,ENSG00000171823
OR9I1,No,ENSG00000172377
MS4A10,No,ENSG00000172689
CCDC106,No,ENSG00000173581
RAX2,No,ENSG00000173976
TENT5D,No,ENSG00000174016
DSG4,No,ENSG00000175065
ZNF519,No,ENSG00000175322
FAM20C,No,ENSG00000177706
MAB21L1,No,ENSG00000180660
OR56A4,No,ENSG00000183389
TENT5C,No,ENSG00000183508
FAM120C,No,ENSG00000184083
TCEAL9,No,ENSG00000185222
OPTC,No,ENSG00000188770
KCTD21,No,ENSG00000188997
H3C12,No,ENSG00000197153
NOL4L,No,ENSG00000197183
MRPL21,No,ENSG00000197345
BPIFA1,No,ENSG00000198183
SAMD5,No,ENSG00000203727
TRIM31,No,ENSG00000204616
KRTAP12-3,No,ENSG00000205439
MAGEA12,No,ENSG00000213401
RTL10,No,ENSG00000215012
OR2A12,No,ENSG00000221858
ATP5PO,No,ENSG00000241837
HAUS5,No,ENSG00000249115
PRR23D1,No,ENSG00000255251
EEF1E1-BLOC1S5,No,ENSG00000265818
DCP1A,No,ENSG00000272886
RCC1L,No,ENSG00000274523
SOX8,No,ENSG00000005513
AQR,No,ENSG00000021776
CC2D2A,No,ENSG00000048342
SYNE2,No,ENSG00000054654
GYG2,No,ENSG00000056998
SFSWAP,No,ENSG00000061936
REXO2,No,ENSG00000076043
PPP1R12B,No,ENSG00000077157
ZNF506,No,ENSG00000081665
TRIP6,No,ENSG00000087077
ADD1,No,ENSG00000087274
ORC6,No,ENSG00000091651
COL20A1,No,ENSG00000101203
PYCR3,No,ENSG00000104524
GTPBP10,No,ENSG00000105793
INTS2,No,ENSG00000108506
AKAP3,No,ENSG00000111254
IK,No,ENSG00000113141
ERGIC1,No,ENSG00000113719
ODC1,Yes,ENSG00000115758
SGK1,Yes,ENSG00000118515
PGF,No,ENSG00000119630
DPPA4,No,ENSG00000121570
BHLHE41,No,ENSG00000123095
SPATS2,No,ENSG00000123352
SLC10A2,Yes,ENSG00000125255
CLPP,No,ENSG00000125656
DSTN,No,ENSG00000125868
RALY,No,ENSG00000125970
ANAPC13,No,ENSG00000129055
SHFL,No,ENSG00000130813
HSD17B3,Yes,ENSG00000130948
MATN3,No,ENSG00000132031
FAM83F,No,ENSG00000133477
CCNH,Yes,ENSG00000134480
AGAP2,No,ENSG00000135439
KIAA1614,No,ENSG00000135835
PPM1B,Yes,ENSG00000138032
CYP2C9,Yes,ENSG00000138109
PPCDC,No,ENSG00000138621
RNF185,No,ENSG00000138942
NPFF,No,ENSG00000139574
GREB1L,No,ENSG00000141449
CACNA1A,Yes,ENSG00000141837
VPS54,No,ENSG00000143952
PLA1A,No,ENSG00000144837
FAXC,No,ENSG00000146267
TRIM4,No,ENSG00000146833
MGAT5,No,ENSG00000152127
GPD1L,No,ENSG00000152642
PPP2R2B,No,ENSG00000156475
MS4A1,No,ENSG00000156738
CPT2,Yes,ENSG00000157184
ZNF233,No,ENSG00000159915
ST6GALNAC6,No,ENSG00000160408
EIF4A1,Yes,ENSG00000161960
SLC1A7,Yes,ENSG00000162383
RBBP4,No,ENSG00000162521
NOSTRIN,No,ENSG00000163072
TMEM65,No,ENSG00000164983
HSPA12A,No,ENSG00000165868
PLD4,No,ENSG00000166428
GPRIN1,No,ENSG00000169258
BOLA2B,No,ENSG00000169627
MYD88,No,ENSG00000172936
PEAK1,Yes,ENSG00000173517
LRRN4CL,No,ENSG00000177363
GPR137C,No,ENSG00000180998
ZFP41,No,ENSG00000181638
DCAF4L1,No,ENSG00000182308
STING1,No,ENSG00000184584
ZKSCAN7,No,ENSG00000196345
FUT11,No,ENSG00000196968
GUCA2A,No,ENSG00000197273
ZNF814,No,ENSG00000204514
NT5M,No,ENSG00000205309
NAP1L4,No,ENSG00000205531
C21orf62,No,ENSG00000205929
TRBV7-1,No,ENSG00000211707
DCDC2B,No,ENSG00000222046
TINCR,No,ENSG00000223573
NPIPA9,No,ENSG00000233024
PRAMEF11,No,ENSG00000239810
MUC22,No,ENSG00000261272
PECAM1,No,ENSG00000261371
ZNHIT3,No,ENSG00000273611
CPHXL2,No,ENSG00000284484
SCYGR10,No,ENSG00000284622
KDM7A,No,ENSG00000006459
GGCT,No,ENSG00000006625
RPL26L1,No,ENSG00000037241
RC3H2,No,ENSG00000056586
SLC6A15,Yes,ENSG00000072041
CEACAM1,No,ENSG00000079385
UBA5,No,ENSG00000081307
ATP8B1,No,ENSG00000081923
EIF3I,No,ENSG00000084623
HSD17B14,No,ENSG00000087076
TBX5,No,ENSG00000089225
MCOLN1,Yes,ENSG00000090674
TRMT2A,No,ENSG00000099899
EP300,Yes,ENSG00000100393
TANGO6,No,ENSG00000103047
PIK3CG,Yes,ENSG00000105851
PON3,No,ENSG00000105852
DKK1,Yes,ENSG00000107984
DHRS7B,No,ENSG00000109016
COX6A1,No,ENSG00000111775
PEX7,No,ENSG00000112357
NPR3,No,ENSG00000113389
RAD50,No,ENSG00000113522
SGIP1,No,ENSG00000118473
EIF2B2,No,ENSG00000119718
CRIPT,No,ENSG00000119878
TNFSF11,No,ENSG00000120659
ADRA1A,Yes,ENSG00000120907
SDC4,No,ENSG00000124145
WRNIP1,No,ENSG00000124535
ZNF391,No,ENSG00000124613
HCST,No,ENSG00000126264
KHDRBS3,No,ENSG00000131773
RTBDN,No,ENSG00000132026
SERPINF1,No,ENSG00000132386
GRSF1,No,ENSG00000132463
SRPK2,Yes,ENSG00000135250
IGF2BP3,No,ENSG00000136231
IL36RN,No,ENSG00000136695
DMRT1,No,ENSG00000137090
TMC6,No,ENSG00000141524
CTTNBP2NL,No,ENSG00000143079
SLC2A12,No,ENSG00000146411
DYNLT1,No,ENSG00000146425
PNLDC1,No,ENSG00000146453
IDNK,No,ENSG00000148057
NR6A1,Yes,ENSG00000148200
SLC22A9,Yes,ENSG00000149742
DAB2,No,ENSG00000153071
CEBPG,No,ENSG00000153879
ACSS1,No,ENSG00000154930
WIF1,No,ENSG00000156076
SFR1,No,ENSG00000156384
IFNAR2,No,ENSG00000159110
ZNF235,No,ENSG00000159917
MYL3,No,ENSG00000160808
FBLIM1,No,ENSG00000162458
DENND2D,No,ENSG00000162777
SLC51A,No,ENSG00000163959
TTC8,No,ENSG00000165533
KBTBD6,Yes,ENSG00000165572
NUDT16L1,No,ENSG00000168101
ENHO,No,ENSG00000168913
MRPL1,No,ENSG00000169288
TMEM182,No,ENSG00000170417
DLGAP1,No,ENSG00000170579
NDUFA3,No,ENSG00000170906
FPR2,Yes,ENSG00000171049
FAM98B,No,ENSG00000171262
PTGER4,Yes,ENSG00000171522
DEFB4A,No,ENSG00000171711
SYNPO2,No,ENSG00000172403
TNFRSF10C,No,ENSG00000173535
ENDOV,No,ENSG00000173818
WDR49,No,ENSG00000174776
GRIN1,Yes,ENSG00000176884
CCDC149,No,ENSG00000181982
SHISAL2A,No,ENSG00000182183
OR2T29,Yes,ENSG00000182783
NR2C2AP,No,ENSG00000184162
TMPRSS6,No,ENSG00000187045
DNAJB13,No,ENSG00000187726
NEMP2,No,ENSG00000189362
ZNF699,No,ENSG00000196110
SLC30A10,No,ENSG00000196660
ZNF517,No,ENSG00000197363
NPIPB6,No,ENSG00000198156
ZNF789,No,ENSG00000198556
MT-CYB,No,ENSG00000198727
PLPP4,No,ENSG00000203805
IGHV3-21,No,ENSG00000211947
TBC1D26,No,ENSG00000214946
KRTAP5-8,No,ENSG00000241233
GSTA1,Yes,ENSG00000243955
OR4D10,No,ENSG00000254466
EID3,No,ENSG00000255150
PIERCE2,No,ENSG00000261652
SLC6A14,Yes,ENSG00000268104
TBC1D3I,No,ENSG00000274933
ARHGAP23,No,ENSG00000275832
PRAMEF13,No,ENSG00000279169
GIMAP1-GIMAP5,No,ENSG00000281887
FAM90A7,No,ENSG00000285975
HCCS,No,ENSG00000004961
BTK,Yes,ENSG00000010671
MIPEP,No,ENSG00000027001
UBA6,Yes,ENSG00000033178
NSUN2,No,ENSG00000037474
MYO16,No,ENSG00000041515
FAM184B,No,ENSG00000047662
FAM120A,No,ENSG00000048828
MON2,No,ENSG00000061987
MAGI3,No,ENSG00000081026
